Order Id,order date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Late_delivery_risk,Delivery Status,Cycle_Time_Variance,Delivery_Category
75856,1/12/2018 7:23,2,2,0,Shipping on time,0,On-Time / Early
75855,1/12/2018 7:02,2,1,1,Late delivery,1,1 Day Late
75854,1/12/2018 6:41,5,2,1,Late delivery,3,2+ Days Late
75853,1/12/2018 6:20,4,2,1,Late delivery,2,2+ Days Late
75852,1/12/2018 5:59,3,4,0,Advance shipping,-1,On-Time / Early
75851,1/12/2018 5:38,2,4,0,Advance shipping,-2,On-Time / Early
75850,1/12/2018 5:16,6,4,1,Late delivery,2,2+ Days Late
75849,1/12/2018 4:55,5,4,1,Late delivery,1,1 Day Late
75848,1/12/2018 4:34,4,2,1,Late delivery,2,2+ Days Late
75847,1/12/2018 4:13,3,2,0,Shipping canceled,1,1 Day Late
75846,1/12/2018 3:52,2,4,0,Advance shipping,-2,On-Time / Early
75845,1/12/2018 3:31,6,4,1,Late delivery,2,2+ Days Late
75844,1/12/2018 3:10,5,4,1,Late delivery,1,1 Day Late
75843,1/12/2018 2:49,4,2,1,Late delivery,2,2+ Days Late
75842,1/12/2018 2:28,3,4,0,Advance shipping,-1,On-Time / Early
75841,1/12/2018 2:07,2,4,0,Advance shipping,-2,On-Time / Early
75840,1/12/2018 1:46,6,2,1,Late delivery,4,2+ Days Late
75839,1/12/2018 1:25,5,2,1,Late delivery,3,2+ Days Late
75838,1/12/2018 1:04,2,1,1,Late delivery,1,1 Day Late
75837,1/12/2018 0:43,2,1,1,Late delivery,1,1 Day Late
75836,1/12/2018 0:22,2,2,0,Shipping on time,0,On-Time / Early
75835,1/12/2018 0:01,6,2,1,Late delivery,4,2+ Days Late
75834,1/11/2018 23:40,5,2,1,Late delivery,3,2+ Days Late
75833,1/11/2018 23:19,2,1,1,Late delivery,1,1 Day Late
75832,1/11/2018 22:58,2,1,1,Late delivery,1,1 Day Late
75831,1/11/2018 22:37,2,1,1,Late delivery,1,1 Day Late
75830,1/11/2018 22:16,6,4,1,Late delivery,2,2+ Days Late
75829,1/11/2018 21:55,5,4,1,Late delivery,1,1 Day Late
75828,1/11/2018 21:34,4,4,0,Shipping on time,0,On-Time / Early
75827,1/11/2018 21:13,3,4,0,Advance shipping,-1,On-Time / Early
75826,1/11/2018 20:52,2,4,0,Advance shipping,-2,On-Time / Early
75825,1/11/2018 20:31,6,4,1,Late delivery,2,2+ Days Late
75824,1/11/2018 20:10,5,4,1,Late delivery,1,1 Day Late
75823,1/11/2018 19:49,4,4,0,Shipping on time,0,On-Time / Early
75822,1/11/2018 19:28,3,4,0,Advance shipping,-1,On-Time / Early
75821,1/11/2018 19:07,2,4,0,Advance shipping,-2,On-Time / Early
75820,1/11/2018 18:46,6,4,1,Late delivery,2,2+ Days Late
75819,1/11/2018 18:25,5,4,1,Late delivery,1,1 Day Late
75818,1/11/2018 18:04,4,4,0,Shipping on time,0,On-Time / Early
75817,1/11/2018 17:43,3,4,0,Advance shipping,-1,On-Time / Early
75816,1/11/2018 17:22,2,4,0,Advance shipping,-2,On-Time / Early
75815,1/11/2018 17:01,6,4,1,Late delivery,2,2+ Days Late
75814,1/11/2018 16:40,5,4,1,Late delivery,1,1 Day Late
75813,1/11/2018 16:19,4,2,1,Late delivery,2,2+ Days Late
75812,1/11/2018 15:58,3,2,1,Late delivery,1,1 Day Late
75811,1/11/2018 15:37,2,1,1,Late delivery,1,1 Day Late
75810,1/11/2018 15:16,6,2,1,Late delivery,4,2+ Days Late
75809,1/11/2018 14:55,5,2,1,Late delivery,3,2+ Days Late
75808,1/11/2018 14:34,4,2,1,Late delivery,2,2+ Days Late
75807,1/11/2018 14:13,1,0,1,Late delivery,1,1 Day Late
75806,1/11/2018 13:52,1,0,1,Late delivery,1,1 Day Late
75805,1/11/2018 13:31,1,0,1,Late delivery,1,1 Day Late
75804,1/11/2018 13:10,1,0,1,Late delivery,1,1 Day Late
75803,1/11/2018 12:49,1,0,1,Late delivery,1,1 Day Late
75802,1/11/2018 12:28,1,0,0,Shipping canceled,1,1 Day Late
75801,1/11/2018 12:06,1,0,1,Late delivery,1,1 Day Late
75800,1/11/2018 11:45,6,4,1,Late delivery,2,2+ Days Late
75799,1/11/2018 11:24,5,4,1,Late delivery,1,1 Day Late
75798,1/11/2018 11:03,4,4,0,Shipping on time,0,On-Time / Early
75797,1/11/2018 10:42,3,4,0,Advance shipping,-1,On-Time / Early
3130,2/15/2015 16:13,6,2,1,Late delivery,4,2+ Days Late
49521,12/23/2016 21:03,2,2,0,Shipping on time,0,On-Time / Early
30305,3/18/2016 8:50,6,2,1,Late delivery,4,2+ Days Late
27772,2/10/2016 9:25,3,2,1,Late delivery,1,1 Day Late
31296,4/1/2016 20:01,2,2,0,Shipping on time,0,On-Time / Early
22076,11/19/2015 5:51,2,2,0,Shipping on time,0,On-Time / Early
25665,1/10/2016 15:14,6,2,1,Late delivery,4,2+ Days Late
22819,11/30/2015 2:09,5,2,1,Late delivery,3,2+ Days Late
27099,1/31/2016 13:38,5,2,1,Late delivery,3,2+ Days Late
28292,2/17/2016 23:35,3,2,1,Late delivery,1,1 Day Late
39159,7/25/2016 14:47,5,2,1,Late delivery,3,2+ Days Late
34631,5/20/2016 12:25,2,2,0,Shipping on time,0,On-Time / Early
37669,7/3/2016 20:46,5,2,1,Late delivery,3,2+ Days Late
40085,8/8/2016 3:12,6,2,1,Late delivery,4,2+ Days Late
47262,11/20/2016 21:38,3,2,1,Late delivery,1,1 Day Late
44771,10/15/2016 12:55,2,2,0,Shipping on time,0,On-Time / Early
13890,7/22/2015 17:56,6,2,1,Late delivery,4,2+ Days Late
17071,9/7/2015 4:22,2,2,0,Shipping on time,0,On-Time / Early
11321,6/15/2015 5:54,2,2,0,Shipping on time,0,On-Time / Early
11936,6/24/2015 5:21,2,2,0,Shipping on time,0,On-Time / Early
68337,9/24/2017 13:08,3,2,1,Late delivery,1,1 Day Late
45746,10/29/2016 18:30,2,2,0,Shipping on time,0,On-Time / Early
13736,7/20/2015 11:58,2,2,0,Shipping on time,0,On-Time / Early
49622,12/25/2016 8:26,3,2,1,Late delivery,1,1 Day Late
19444,10/11/2015 19:44,5,2,1,Late delivery,3,2+ Days Late
51911,1/27/2017 18:23,2,2,0,Shipping on time,0,On-Time / Early
58239,4/30/2017 3:21,5,2,1,Late delivery,3,2+ Days Late
56678,4/7/2017 8:28,4,2,1,Late delivery,2,2+ Days Late
53202,2/15/2017 14:40,3,2,1,Late delivery,1,1 Day Late
58738,5/7/2017 10:11,4,2,1,Late delivery,2,2+ Days Late
56260,4/1/2017 6:02,6,2,1,Late delivery,4,2+ Days Late
5042,3/15/2015 14:05,3,2,1,Late delivery,1,1 Day Late
55511,3/21/2017 7:37,2,2,0,Shipping on time,0,On-Time / Early
54128,3/1/2017 3:05,4,2,1,Late delivery,2,2+ Days Late
21244,11/7/2015 2:22,5,2,1,Late delivery,3,2+ Days Late
31239,4/1/2016 0:03,5,2,1,Late delivery,3,2+ Days Late
45772,10/30/2016 3:37,3,2,1,Late delivery,1,1 Day Late
24661,12/26/2015 23:29,2,2,0,Shipping on time,0,On-Time / Early
22924,12/1/2015 14:56,5,2,1,Late delivery,3,2+ Days Late
21902,11/16/2015 16:53,3,2,1,Late delivery,1,1 Day Late
21534,11/11/2015 7:58,5,2,1,Late delivery,3,2+ Days Late
24160,12/19/2015 15:58,6,2,1,Late delivery,4,2+ Days Late
32102,4/13/2016 14:24,3,2,1,Late delivery,1,1 Day Late
37763,7/5/2016 5:42,4,2,1,Late delivery,2,2+ Days Late
37867,7/6/2016 18:08,3,2,1,Late delivery,1,1 Day Late
31905,4/10/2016 17:23,6,2,1,Late delivery,4,2+ Days Late
36269,6/13/2016 10:17,5,2,1,Late delivery,3,2+ Days Late
48374,12/7/2016 3:12,5,2,1,Late delivery,3,2+ Days Late
17719,9/16/2015 15:24,5,2,1,Late delivery,3,2+ Days Late
15766,8/19/2015 3:10,2,2,0,Shipping on time,0,On-Time / Early
12179,6/27/2015 18:29,5,2,1,Late delivery,3,2+ Days Late
66275,8/25/2017 10:44,6,2,1,Late delivery,4,2+ Days Late
13140,7/11/2015 19:10,6,2,1,Late delivery,4,2+ Days Late
16444,8/29/2015 0:42,5,2,1,Late delivery,3,2+ Days Late
14454,7/30/2015 23:31,5,2,1,Late delivery,3,2+ Days Late
67979,9/19/2017 7:43,5,2,1,Late delivery,3,2+ Days Late
65264,8/10/2017 16:32,5,2,1,Late delivery,3,2+ Days Late
51226,1/17/2017 18:23,2,2,0,Shipping on time,0,On-Time / Early
52576,2/6/2017 11:21,2,2,0,Shipping on time,0,On-Time / Early
67753,9/16/2017 0:32,4,2,1,Late delivery,2,2+ Days Late
15421,8/14/2015 2:18,2,2,0,Shipping on time,0,On-Time / Early
13225,7/13/2015 0:57,6,2,1,Late delivery,4,2+ Days Late
71362,11/7/2017 16:56,3,2,1,Late delivery,1,1 Day Late
13232,7/13/2015 3:24,3,2,1,Late delivery,1,1 Day Late
65487,8/13/2017 22:39,3,2,1,Late delivery,1,1 Day Late
65105,8/8/2017 8:49,6,2,1,Late delivery,4,2+ Days Late
14837,8/5/2015 13:42,3,2,1,Late delivery,1,1 Day Late
46224,11/5/2016 17:58,5,2,1,Late delivery,3,2+ Days Late
71217,11/5/2017 14:08,3,2,1,Late delivery,1,1 Day Late
63972,7/22/2017 19:53,3,2,1,Late delivery,1,1 Day Late
19200,10/8/2015 6:15,6,2,1,Late delivery,4,2+ Days Late
18009,9/20/2015 21:00,5,2,1,Late delivery,3,2+ Days Late
10831,6/8/2015 2:13,2,2,0,Shipping on time,0,On-Time / Early
68107,9/21/2017 4:33,3,2,1,Late delivery,1,1 Day Late
71271,11/6/2017 9:03,2,2,0,Shipping on time,0,On-Time / Early
16953,9/5/2015 11:02,4,2,1,Late delivery,2,2+ Days Late
49664,12/25/2016 23:09,5,2,1,Late delivery,3,2+ Days Late
16446,8/29/2015 1:24,2,2,0,Shipping on time,0,On-Time / Early
14960,8/7/2015 8:48,6,2,1,Late delivery,4,2+ Days Late
18005,9/20/2015 19:36,6,2,1,Late delivery,4,2+ Days Late
12804,7/6/2015 21:27,5,2,1,Late delivery,3,2+ Days Late
14651,8/2/2015 20:32,2,2,0,Shipping on time,0,On-Time / Early
10990,6/10/2015 9:56,6,2,1,Late delivery,4,2+ Days Late
65609,8/15/2017 17:24,5,2,1,Late delivery,3,2+ Days Late
17878,9/18/2015 23:06,4,2,1,Late delivery,2,2+ Days Late
16998,9/6/2015 2:48,4,2,1,Late delivery,2,2+ Days Late
13970,7/23/2015 21:57,6,2,1,Late delivery,4,2+ Days Late
13614,7/18/2015 17:14,5,2,1,Late delivery,3,2+ Days Late
44388,10/9/2016 22:44,4,2,1,Late delivery,2,2+ Days Late
13050,7/10/2015 11:38,6,2,1,Late delivery,4,2+ Days Late
12613,7/4/2015 2:32,4,2,1,Late delivery,2,2+ Days Late
66587,8/30/2017 0:02,3,2,1,Late delivery,1,1 Day Late
62795,7/5/2017 15:32,6,2,1,Late delivery,4,2+ Days Late
18950,10/4/2015 14:40,6,2,1,Late delivery,4,2+ Days Late
19610,10/14/2015 5:54,6,2,1,Late delivery,4,2+ Days Late
65011,8/6/2017 23:53,2,2,0,Shipping on time,0,On-Time / Early
19380,10/10/2015 21:19,6,2,1,Late delivery,4,2+ Days Late
65005,8/6/2017 21:47,6,2,1,Late delivery,4,2+ Days Late
20085,10/21/2015 4:19,6,2,1,Late delivery,4,2+ Days Late
18245,9/24/2015 7:41,6,2,1,Late delivery,4,2+ Days Late
19817,10/17/2015 6:25,3,2,1,Late delivery,1,1 Day Late
10444,6/2/2015 10:38,5,2,1,Late delivery,3,2+ Days Late
64637,8/1/2017 12:52,3,2,1,Late delivery,1,1 Day Late
15269,8/11/2015 21:03,5,2,1,Late delivery,3,2+ Days Late
14064,7/25/2015 6:53,5,2,1,Late delivery,3,2+ Days Late
14551,8/1/2015 9:30,2,2,0,Shipping on time,0,On-Time / Early
12698,7/5/2015 8:19,4,2,1,Late delivery,2,2+ Days Late
47758,11/28/2016 3:24,4,2,1,Late delivery,2,2+ Days Late
68220,9/22/2017 20:09,6,2,1,Late delivery,4,2+ Days Late
14730,8/4/2015 0:13,6,2,1,Late delivery,4,2+ Days Late
66411,8/27/2017 10:22,2,2,0,Shipping on time,0,On-Time / Early
12535,7/2/2015 23:13,6,2,1,Late delivery,4,2+ Days Late
67712,9/15/2017 10:10,3,2,1,Late delivery,1,1 Day Late
18593,9/29/2015 9:36,4,2,1,Late delivery,2,2+ Days Late
17909,9/19/2015 9:58,5,2,1,Late delivery,3,2+ Days Late
16302,8/26/2015 22:57,3,2,1,Late delivery,1,1 Day Late
13343,7/14/2015 18:17,4,2,1,Late delivery,2,2+ Days Late
62117,6/25/2017 18:00,3,2,1,Late delivery,1,1 Day Late
62637,7/3/2017 8:10,3,2,1,Late delivery,1,1 Day Late
67845,9/17/2017 8:46,6,2,1,Late delivery,4,2+ Days Late
11209,6/13/2015 14:39,5,2,1,Late delivery,3,2+ Days Late
41494,8/28/2016 16:50,5,2,1,Late delivery,3,2+ Days Late
70044,10/19/2017 11:10,5,2,1,Late delivery,3,2+ Days Late
16617,8/31/2015 13:19,3,2,1,Late delivery,1,1 Day Late
14574,8/1/2015 17:34,5,2,1,Late delivery,3,2+ Days Late
15599,8/16/2015 16:40,5,2,1,Late delivery,3,2+ Days Late
20072,10/20/2015 23:45,3,2,1,Late delivery,1,1 Day Late
12323,6/29/2015 20:56,4,2,1,Late delivery,2,2+ Days Late
71295,11/6/2017 17:27,6,2,1,Late delivery,4,2+ Days Late
66351,8/26/2017 13:21,2,2,0,Shipping on time,0,On-Time / Early
44148,10/6/2016 10:39,4,2,1,Late delivery,2,2+ Days Late
53540,2/20/2017 13:05,6,4,1,Late delivery,2,2+ Days Late
57570,4/20/2017 8:59,6,4,1,Late delivery,2,2+ Days Late
5154,3/17/2015 5:19,5,4,1,Late delivery,1,1 Day Late
9122,5/14/2015 3:29,3,4,0,Advance shipping,-1,On-Time / Early
4427,3/6/2015 14:37,3,4,0,Advance shipping,-1,On-Time / Early
9340,5/17/2015 7:52,6,4,1,Late delivery,2,2+ Days Late
9331,5/17/2015 4:42,2,4,0,Advance shipping,-2,On-Time / Early
58315,5/1/2017 5:59,6,4,1,Late delivery,2,2+ Days Late
54572,3/7/2017 14:39,3,4,0,Advance shipping,-1,On-Time / Early
51746,1/25/2017 8:34,2,4,0,Advance shipping,-2,On-Time / Early
4269,3/4/2015 7:16,5,4,1,Late delivery,1,1 Day Late
61346,6/14/2017 11:53,2,4,0,Advance shipping,-2,On-Time / Early
1999,1/30/2015 3:59,5,4,1,Late delivery,1,1 Day Late
53576,2/21/2017 1:42,2,4,0,Advance shipping,-2,On-Time / Early
57152,4/14/2017 6:32,3,4,0,Advance shipping,-1,On-Time / Early
51674,1/24/2017 7:21,5,4,1,Late delivery,1,1 Day Late
55336,3/18/2017 18:18,2,4,0,Advance shipping,-2,On-Time / Early
53810,2/24/2017 11:41,6,4,1,Late delivery,2,2+ Days Late
59301,5/15/2017 15:25,2,4,0,Advance shipping,-2,On-Time / Early
8410,5/3/2015 18:02,6,4,1,Late delivery,2,2+ Days Late
8123,4/29/2015 13:29,4,4,0,Shipping on time,0,On-Time / Early
60567,6/3/2017 2:58,3,4,0,Advance shipping,-1,On-Time / Early
3527,2/21/2015 11:18,3,4,0,Advance shipping,-1,On-Time / Early
2428,2/5/2015 10:17,4,4,0,Shipping on time,0,On-Time / Early
55174,3/16/2017 9:33,5,4,1,Late delivery,1,1 Day Late
57032,4/12/2017 12:29,3,4,0,Advance shipping,-1,On-Time / Early
10113,5/28/2015 14:41,4,4,0,Shipping on time,0,On-Time / Early
52250,2/1/2017 17:09,6,4,1,Late delivery,2,2+ Days Late
8906,5/10/2015 23:49,2,4,0,Advance shipping,-2,On-Time / Early
1386,1/21/2015 5:13,2,4,0,Advance shipping,-2,On-Time / Early
59226,5/14/2017 13:09,2,4,0,Advance shipping,-2,On-Time / Early
8847,5/10/2015 3:08,3,4,0,Advance shipping,-1,On-Time / Early
57929,4/25/2017 14:45,5,4,1,Late delivery,1,1 Day Late
53505,2/20/2017 0:50,6,4,1,Late delivery,2,2+ Days Late
55636,3/23/2017 3:25,2,4,0,Advance shipping,-2,On-Time / Early
57128,4/13/2017 22:07,4,4,0,Shipping on time,0,On-Time / Early
8728,5/8/2015 9:27,4,4,0,Shipping on time,0,On-Time / Early
1105,1/17/2015 2:46,6,4,1,Late delivery,2,2+ Days Late
1797,1/27/2015 5:13,3,4,0,Advance shipping,-1,On-Time / Early
1634,1/24/2015 20:06,5,4,1,Late delivery,1,1 Day Late
6176,4/1/2015 3:22,2,4,0,Shipping canceled,-2,On-Time / Early
60460,6/1/2017 13:28,6,4,0,Shipping canceled,2,2+ Days Late
580,1/9/2015 10:50,6,4,0,Shipping canceled,2,2+ Days Late
56244,4/1/2017 0:25,5,4,0,Shipping canceled,1,1 Day Late
6522,4/6/2015 4:35,3,4,0,Shipping canceled,-1,On-Time / Early
58298,5/1/2017 0:02,4,4,0,Shipping canceled,0,On-Time / Early
3625,2/22/2015 21:38,6,4,0,Shipping canceled,2,2+ Days Late
52321,2/2/2017 18:01,2,4,0,Shipping canceled,-2,On-Time / Early
58896,5/9/2017 17:32,2,4,0,Shipping canceled,-2,On-Time / Early
5919,3/28/2015 9:20,5,4,0,Shipping canceled,1,1 Day Late
52772,2/9/2017 8:01,3,4,0,Shipping canceled,-1,On-Time / Early
9063,5/13/2015 6:49,4,4,0,Shipping canceled,0,On-Time / Early
61419,6/15/2017 13:27,5,4,0,Shipping canceled,1,1 Day Late
27742,2/9/2016 22:54,3,4,0,Shipping canceled,-1,On-Time / Early
24453,12/23/2015 22:37,4,4,0,Shipping canceled,0,On-Time / Early
31145,3/30/2016 15:07,6,4,0,Shipping canceled,2,2+ Days Late
30802,3/25/2016 14:57,3,4,0,Advance shipping,-1,On-Time / Early
25875,1/13/2016 16:48,6,4,1,Late delivery,2,2+ Days Late
30589,3/22/2016 12:20,5,4,1,Late delivery,1,1 Day Late
20931,11/2/2015 12:42,2,4,0,Advance shipping,-2,On-Time / Early
45646,10/28/2016 7:28,2,4,0,Advance shipping,-2,On-Time / Early
29731,3/9/2016 23:44,2,4,0,Advance shipping,-2,On-Time / Early
42777,9/16/2016 10:20,3,4,0,Advance shipping,-1,On-Time / Early
23886,12/15/2015 15:58,2,4,0,Advance shipping,-2,On-Time / Early
43561,9/27/2016 21:00,2,4,0,Advance shipping,-2,On-Time / Early
47846,11/29/2016 10:14,2,4,0,Advance shipping,-2,On-Time / Early
21192,11/6/2015 8:09,3,4,0,Advance shipping,-1,On-Time / Early
23156,12/5/2015 0:13,2,4,0,Advance shipping,-2,On-Time / Early
22811,11/29/2015 23:21,2,4,0,Advance shipping,-2,On-Time / Early
25418,1/7/2016 0:42,4,4,0,Shipping on time,0,On-Time / Early
47092,11/18/2016 10:04,3,4,0,Advance shipping,-1,On-Time / Early
42658,9/14/2016 16:38,4,4,0,Shipping on time,0,On-Time / Early
23494,12/9/2015 22:38,5,4,1,Late delivery,1,1 Day Late
27316,2/3/2016 17:39,2,4,0,Advance shipping,-2,On-Time / Early
27555,2/7/2016 5:23,6,4,1,Late delivery,2,2+ Days Late
28657,2/23/2016 7:28,3,4,0,Advance shipping,-1,On-Time / Early
47011,11/17/2016 5:41,2,4,0,Advance shipping,-2,On-Time / Early
21973,11/17/2015 17:46,4,4,0,Shipping on time,0,On-Time / Early
50226,1/3/2017 4:03,2,4,0,Advance shipping,-2,On-Time / Early
44617,10/13/2016 6:58,3,4,0,Advance shipping,-1,On-Time / Early
21196,11/6/2015 9:33,2,4,0,Advance shipping,-2,On-Time / Early
21193,11/6/2015 8:30,4,4,0,Shipping on time,0,On-Time / Early
26073,1/16/2016 14:10,4,4,0,Shipping on time,0,On-Time / Early
44425,10/10/2016 11:42,6,4,1,Late delivery,2,2+ Days Late
49570,12/24/2016 14:13,6,4,1,Late delivery,2,2+ Days Late
42099,9/6/2016 12:48,5,4,1,Late delivery,1,1 Day Late
47731,11/27/2016 17:56,2,4,0,Advance shipping,-2,On-Time / Early
46062,11/3/2016 9:13,3,4,0,Advance shipping,-1,On-Time / Early
44938,10/17/2016 23:25,4,4,0,Shipping on time,0,On-Time / Early
50688,1/9/2017 21:54,4,4,0,Shipping on time,0,On-Time / Early
49445,12/22/2016 18:26,6,4,1,Late delivery,2,2+ Days Late
47938,11/30/2016 18:27,4,4,0,Shipping on time,0,On-Time / Early
45249,10/22/2016 12:23,5,4,1,Late delivery,1,1 Day Late
41874,9/3/2016 5:58,5,4,1,Late delivery,1,1 Day Late
41572,8/29/2016 20:10,3,4,0,Advance shipping,-1,On-Time / Early
41785,9/1/2016 22:47,6,4,1,Late delivery,2,2+ Days Late
42971,9/19/2016 6:18,2,4,0,Advance shipping,-2,On-Time / Early
44677,10/14/2016 3:59,3,4,0,Advance shipping,-1,On-Time / Early
43266,9/23/2016 13:39,2,4,0,Advance shipping,-2,On-Time / Early
47917,11/30/2016 11:06,3,4,0,Advance shipping,-1,On-Time / Early
48901,12/14/2016 19:50,2,4,0,Advance shipping,-2,On-Time / Early
44265,10/8/2016 3:39,6,4,0,Shipping canceled,2,2+ Days Late
41590,8/30/2016 2:28,6,4,0,Shipping canceled,2,2+ Days Late
45987,11/2/2016 6:56,3,4,0,Shipping canceled,-1,On-Time / Early
44452,10/10/2016 21:09,3,4,0,Shipping canceled,-1,On-Time / Early
49218,12/19/2016 10:54,4,4,0,Shipping canceled,0,On-Time / Early
47840,11/29/2016 8:07,6,4,0,Shipping canceled,2,2+ Days Late
47493,11/24/2016 6:33,4,4,0,Shipping canceled,0,On-Time / Early
64274,7/27/2017 5:41,5,4,0,Shipping canceled,1,1 Day Late
13298,7/14/2015 2:31,4,4,0,Shipping canceled,0,On-Time / Early
62786,7/5/2017 12:22,2,4,0,Shipping canceled,-2,On-Time / Early
13939,7/23/2015 11:06,5,4,0,Shipping canceled,1,1 Day Late
46864,11/15/2016 2:11,5,4,0,Shipping canceled,1,1 Day Late
16590,8/31/2015 3:51,6,4,0,Shipping canceled,2,2+ Days Late
62840,7/6/2017 7:18,6,4,0,Shipping canceled,2,2+ Days Late
66959,9/4/2017 10:22,5,4,0,Shipping canceled,1,1 Day Late
63220,7/11/2017 20:25,6,4,0,Shipping canceled,2,2+ Days Late
19642,10/14/2015 17:07,3,4,0,Shipping canceled,-1,On-Time / Early
65439,8/13/2017 5:50,5,4,0,Shipping canceled,1,1 Day Late
17363,9/11/2015 10:40,4,4,0,Shipping canceled,0,On-Time / Early
18237,9/24/2015 4:52,3,4,0,Shipping canceled,-1,On-Time / Early
66958,9/4/2017 10:01,4,4,0,Shipping canceled,0,On-Time / Early
66764,9/1/2017 14:03,5,4,0,Shipping canceled,1,1 Day Late
48193,12/4/2016 11:48,4,4,0,Shipping canceled,0,On-Time / Early
15231,8/11/2015 7:44,2,4,0,Advance shipping,-2,On-Time / Early
10451,6/2/2015 13:06,2,4,0,Advance shipping,-2,On-Time / Early
10459,6/2/2015 15:54,5,4,1,Late delivery,1,1 Day Late
64222,7/26/2017 11:28,3,4,0,Advance shipping,-1,On-Time / Early
63907,7/21/2017 21:07,3,4,0,Advance shipping,-1,On-Time / Early
19178,10/7/2015 22:33,4,4,0,Shipping on time,0,On-Time / Early
67046,9/5/2017 16:50,2,4,0,Advance shipping,-2,On-Time / Early
65312,8/11/2017 9:21,3,4,0,Advance shipping,-1,On-Time / Early
16436,8/28/2015 21:54,2,4,0,Advance shipping,-2,On-Time / Early
11822,6/22/2015 13:25,3,4,0,Advance shipping,-1,On-Time / Early
19528,10/13/2015 1:10,4,4,0,Shipping on time,0,On-Time / Early
49763,12/27/2016 9:50,4,4,0,Shipping on time,0,On-Time / Early
16013,8/22/2015 17:43,4,4,0,Shipping on time,0,On-Time / Early
17347,9/11/2015 5:04,3,4,0,Advance shipping,-1,On-Time / Early
19496,10/12/2015 13:58,2,4,0,Advance shipping,-2,On-Time / Early
62789,7/5/2017 13:25,5,4,1,Late delivery,1,1 Day Late
11674,6/20/2015 9:34,5,4,1,Late delivery,1,1 Day Late
67866,9/17/2017 16:07,2,4,0,Advance shipping,-2,On-Time / Early
13599,7/18/2015 11:59,5,4,1,Late delivery,1,1 Day Late
10384,6/1/2015 13:37,5,4,1,Late delivery,1,1 Day Late
63115,7/10/2017 7:38,6,4,1,Late delivery,2,2+ Days Late
63516,7/16/2017 4:08,2,4,0,Advance shipping,-2,On-Time / Early
62086,6/25/2017 7:08,2,4,0,Advance shipping,-2,On-Time / Early
62817,7/5/2017 23:14,3,4,0,Advance shipping,-1,On-Time / Early
10856,6/8/2015 10:59,2,4,0,Advance shipping,-2,On-Time / Early
14685,8/3/2015 8:27,6,4,1,Late delivery,2,2+ Days Late
66229,8/24/2017 18:37,5,4,1,Late delivery,1,1 Day Late
14924,8/6/2015 20:11,5,4,1,Late delivery,1,1 Day Late
49839,12/28/2016 12:28,5,4,1,Late delivery,1,1 Day Late
12393,6/30/2015 21:28,4,4,0,Shipping on time,0,On-Time / Early
65898,8/19/2017 22:39,4,4,0,Shipping on time,0,On-Time / Early
64599,7/31/2017 23:33,5,4,1,Late delivery,1,1 Day Late
65370,8/12/2017 5:40,6,4,1,Late delivery,2,2+ Days Late
19732,10/16/2015 0:38,3,4,0,Advance shipping,-1,On-Time / Early
67549,9/13/2017 1:04,5,4,1,Late delivery,1,1 Day Late
67275,9/9/2017 1:04,6,4,1,Late delivery,2,2+ Days Late
46863,11/15/2016 1:50,4,4,0,Shipping on time,0,On-Time / Early
62306,6/28/2017 12:13,2,4,0,Advance shipping,-2,On-Time / Early
18213,9/23/2015 20:28,4,4,0,Shipping on time,0,On-Time / Early
16863,9/4/2015 3:30,4,4,0,Shipping on time,0,On-Time / Early
24764,12/28/2015 11:34,5,4,1,Late delivery,1,1 Day Late
26670,1/25/2016 7:20,6,4,1,Late delivery,2,2+ Days Late
21971,11/17/2015 17:04,2,4,0,Advance shipping,-2,On-Time / Early
76849,1/26/2018 19:16,5,4,1,Late delivery,1,1 Day Late
27357,2/4/2016 8:01,3,4,0,Advance shipping,-1,On-Time / Early
29283,3/3/2016 10:47,4,4,0,Shipping on time,0,On-Time / Early
30724,3/24/2016 11:38,5,4,1,Late delivery,1,1 Day Late
74454,12/22/2017 20:12,5,4,1,Late delivery,1,1 Day Late
24558,12/25/2015 11:24,4,4,0,Shipping on time,0,On-Time / Early
23211,12/5/2015 19:29,2,4,0,Advance shipping,-2,On-Time / Early
21868,11/16/2015 4:59,4,4,0,Shipping on time,0,On-Time / Early
42271,9/9/2016 1:03,2,4,0,Advance shipping,-2,On-Time / Early
50628,1/9/2017 0:53,4,4,0,Shipping on time,0,On-Time / Early
21907,11/16/2015 18:38,3,4,0,Advance shipping,-1,On-Time / Early
72442,11/23/2017 11:18,3,4,0,Advance shipping,-1,On-Time / Early
21966,11/17/2015 15:19,2,4,0,Advance shipping,-2,On-Time / Early
31169,3/30/2016 23:32,5,4,1,Late delivery,1,1 Day Late
21906,11/16/2015 18:17,2,4,0,Advance shipping,-2,On-Time / Early
72460,11/23/2017 17:36,6,4,1,Late delivery,2,2+ Days Late
26861,1/28/2016 2:15,2,4,0,Advance shipping,-2,On-Time / Early
76992,1/28/2018 21:22,3,4,0,Advance shipping,-1,On-Time / Early
22792,11/29/2015 16:42,3,4,0,Advance shipping,-1,On-Time / Early
24438,12/23/2015 17:22,4,4,0,Shipping on time,0,On-Time / Early
27957,2/13/2016 2:13,3,4,0,Advance shipping,-1,On-Time / Early
47899,11/30/2016 4:48,5,4,1,Late delivery,1,1 Day Late
